CSV Import Log - 2026-02-07T12:10:29.120278
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/7940069... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/1... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/2... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/4... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/ijphm/article/view/3... (incomplete)
✓ 📝 Added: https://ntrs.nasa.gov/citations/20150020899... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://www.nasa.gov/intelligent-systems-division/discovery-... (incomplete)
⚠️ Row 1070: No title or URL, skipping
⚠️ Row 1071: No title or URL, skipping
⚠️ Row 1072: No title or URL, skipping
✓ 📝 Added: https://link.springer.com/article/10.1007/s11431-020-1736-5... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
⚠️ Row 1075: No title or URL, skipping
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://data.nasa.gov/dataset/Optimizing-Battery-Life-for-El... (incomplete)
✓ 📝 Added: https://catalog.data.gov/dataset/an-integrated-approach-to-b... (incomplete)
✓ 📝 Added: https://data.nasa.gov/dataset/Battery-Health-Management-Syst... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10186914... (incomplete)
✓ 📝 Added: https://dl.acm.org/doi/10.1145/3462203.3475878... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acsaem.2c02047... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s10008-023-05717-1... (incomplete)
✓ 📝 Added: https://catalog.data.gov/dataset/predicting-battery-life-for... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-024-48779-z... (incomplete)
✓ 📝 Added: https://catalog.data.gov/dataset/battery-charge-depletion-pr... (incomplete)
✓ 📝 Added: https://catalog.data.gov/dataset/exploring-the-model-design-... (incomplete)
✓ 📝 Added: https://data.nasa.gov/dataset/Designing-Data-Driven-Battery-... (incomplete)
❌ Failed: https://catalog.data.gov/dataset/prognostics-in-battery-heal... - [Errno 22] Invalid argument: 'data\\metadata.json'
❌ Failed: https://iopscience.iop.org/article/10.1149/1945-7111/ad9357/... - [Errno 22] Invalid argument: 'data\\metadata.json'
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ad9356... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9552922... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9970379... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/7007132... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9502072... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/7458184... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9380569... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8106737... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9300283... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9622261... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8444057... (incomplete)
⚠️ Row 1120: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-023-41226-5... (incomplete)
✓ 📝 Added: https://data.mendeley.com/datasets/t42ynjk936/1... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2071-1050/15/2/1120... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054422... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1155/2022/727744... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9335511... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9913923... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S136403212... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9583917... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9728097... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10203013... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9912153... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2079-9292/10/11/1309... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10550193... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/8279474... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589632... (incomplete)
✓ 📝 Added: https://www.proquest.com/openview/26616e521227036dc7be6e12f5... (incomplete)
⚠️ Row 1148: No title or URL, skipping
⚠️ Row 1149: No title or URL, skipping
✓ 📝 Added: https://www.proquest.com/openview/7039aa6aae86cc88982e8d6ab7... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9483433... (incomplete)
✓ 📝 Added: https://paperswithcode.com/paper/non-destructive-degradation... (incomplete)
⚠️ Row 1153: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/abad6b... (incomplete)
⚠️ Row 1156: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/2313-0105/4/4/64... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://zenodo.org/records/13772461... (incomplete)
⚠️ Row 1161: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.1021802jes... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10186973... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0301805jes... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/7/4/88... (incomplete)
✓ 📝 Added: https://zenodo.org/records/6414008... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/3/92... (incomplete)
⚠️ Row 1168: No title or URL, skipping
✓ 📝 Added: https://arxiv.org/abs/2404.05152... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9521731... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589632... (incomplete)
✓ 📝 Added: https://zenodo.org/records/7896429... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0721508jes... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266624852... (incomplete)
✓ 📝 Added: https://journals.sagepub.com/doi/10.1177/0959651818774481... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/7/247... (incomplete)
✓ 📝 Added: https://www.emerald.com/insight/content/doi/10.1108/compel-1... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2071-1050/13/3/1583... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-024-49868-9... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X1... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://zenodo.org/records/14214784... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.pv-magazine.com/2022/01/21/economic-and-technica... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/16/21/7375... (incomplete)
⚠️ Row 1186: No title or URL, skipping
⚠️ Row 1187: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240589632... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-022-32422-w... (incomplete)
⚠️ Row 1191: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/MA2019-01/39/1937... (incomplete)
⚠️ Row 1193: No title or URL, skipping
✓ 📝 Added: https://zenodo.org/records/13682870... (incomplete)
⚠️ Row 1195: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ad7292... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0301910jes... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0441908jes... (incomplete)
✓ 📝 Added: https://zenodo.org/records/8318660... (incomplete)
✓ 📝 Added: https://zenodo.org/records/6391971... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.1051908jes... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/4655607... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/1909.02448... (incomplete)
✓ 📝 Added: https://openresearchsoftware.metajnl.com/articles/10.5334/jo... (incomplete)
✓ 📝 Added: https://open-research-europe.ec.europa.eu/articles/2-15... (incomplete)
⚠️ Row 1206: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41598-019-49616-w... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2673-4931/15/1/16... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
⚠️ Row 1211: No title or URL, skipping
⚠️ Row 1212: No title or URL, skipping
⚠️ Row 1213: No title or URL, skipping
⚠️ Row 1214: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S08883... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S145239812... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10122701... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
⚠️ Row 1224: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054422... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09575... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S20959... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2214157X2... (incomplete)
⚠️ Row 1231: No title or URL, skipping
⚠️ Row 1232: No title or URL, skipping
⚠️ Row 1233: No title or URL, skipping
✓ 📝 Added: https://www.ijrte.org/portfolio-item/F799912060324/... (incomplete)
✓ 📝 Added: https://zenodo.org/records/10884918... (incomplete)
✓ 📝 Added: https://zenodo.org/records/7091419... (incomplete)
✓ 📝 Added: https://zenodo.org/records/1264258... (incomplete)
✓ 📝 Added: https://zenodo.org/records/11562591... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10060391... (incomplete)
⚠️ Row 1240: No title or URL, skipping
✓ 📝 Added: https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/rpg2... (incomplete)
✓ 📝 Added: https://www.cell.com/iscience/fulltext/S2589-0042(22)00530-2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03772... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266638642... (incomplete)
✓ 📝 Added: https://www.sae.org/publications/technical-papers/content/20... (incomplete)
✓ 📝 Added: https://zenodo.org/records/7823546... (incomplete)
✓ 📝 Added: https://zenodo.org/records/8325241... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S254243512... (incomplete)
⚠️ Row 1249: No title or URL, skipping
✓ 📝 Added: https://calce.umd.edu/battery-data... (incomplete)
⚠️ Row 1251: No title or URL, skipping
⚠️ Row 1252: No title or URL, skipping
✓ 📝 Added: https://www.nrel.gov/transportation/battery-failure.html... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8367718... (incomplete)
✓ 📝 Added: https://www.hnei.hawaii.edu/battery-intelligence-diagnosis-p... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.1701712jes... (incomplete)
✓ 📝 Added: https://www.batteryarchive.org/study_summaries.html... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8672829... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/11/5/1031... (incomplete)
⚠️ Row 1261: No title or URL, skipping
✓ 📝 Added: https://onorilab.stanford.edu/products/code-and-data-set... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.aimspress.com/article/doi/10.3934/era.2023031?vi... (incomplete)
✓ 📝 Added: https://batterydata.energy.gov/project... (incomplete)
✓ 📝 Added: https://www.energy.gov/oe/rapid-operational-validation-initi... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acs.jcim.2c00035... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/advs.202305... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10097518... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/9990093... (incomplete)
⚠️ Row 1271: No title or URL, skipping
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac2d3e... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054421... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2032-6653/8/2/339... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/7695698... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/MA2023-014848mtga... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1088/2515-7655/ab979b... (incomplete)
✓ 📝 Added: https://dl.acm.org/doi/10.1145/3307772.3331020... (incomplete)
⚠️ Row 1281: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09507... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2011.01611... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(23)00316-1... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054422... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 1288: No title or URL, skipping
⚠️ Row 1289: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235248472... (incomplete)
⚠️ Row 1291: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
⚠️ Row 1306: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S13640... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054422... (incomplete)
⚠️ Row 1314: No title or URL, skipping
✓ 📝 Added: https://arxiv.org/abs/2309.03607... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/abc8c0... (incomplete)
✓ 📝 Added: https://ieee-dataport.org/open-access/complex-testing-proced... (incomplete)
⚠️ Row 1318: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 1321: No title or URL, skipping
⚠️ Row 1322: No title or URL, skipping
⚠️ Row 1323: No title or URL, skipping
⚠️ Row 1324: No title or URL, skipping
⚠️ Row 1325: No title or URL, skipping
✓ 📝 Added: https://ieeexplore.ieee.org/document/9490088... (incomplete)
⚠️ Row 1327: No title or URL, skipping
⚠️ Row 1328: No title or URL, skipping
⚠️ Row 1329: No title or URL, skipping
⚠️ Row 1330: No title or URL, skipping
✓ 📝 Added: https://ieeexplore.ieee.org/document/8831390... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2032-6653/11/2/41... (incomplete)
⚠️ Row 1333: No title or URL, skipping
⚠️ Row 1334: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
⚠️ Row 1339: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037971122... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235246772... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234091... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S13594... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234091... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
